"ID","Group","Feature_1","Feature_2","Feature_3"
"ID131","B",2594.38923847819,425.636768222123,5183.19702429417
"ID132","A",2690.50753113905,406.27030312627,6048.38473457094
"ID133","C",2361.35610585206,402.262283386842,-1968.22836591079
"ID134","C",2457.35550767488,406.307490610702,-2051.75700466632
"ID135","B",2269.96488325814,418.304640536711,4541.10954721829
"ID136","B",2771.57848059789,397.556849733445,5523.50019331438
"ID137","A",2907.26688833873,408.582842145943,6701.99290161621
"ID138","C",2861.82634235948,392.07043710708,-2463.99623582268
"ID139","B",2413.73936200888,391.214744669611,4821.64243680697
"ID140","C",2084.45710948072,383.864862640087,-1689.24584012742
"ID141","B",1921.65487708026,394.893986951782,3856.01956148191
"ID142","B",2294.58378748131,407.707978618286,4591.5199093746
"ID143","C",2599.9699122335,395.232645347507,-2218.42903040492
"ID144","C",2117.15779183991,378.156299446671,-1730.6555779361
"ID145","A",2225.76345016886,409.517306167627,4633.93464248801
"ID146","A",2318.29632272347,417.787212840095,4861.15306365918
"ID147","C",2644.24169322466,370.229244253373,-2264.01438008604
"ID148","B",2874.5817497692,382.181189169509,5743.66430737215
"ID149","B",2754.99331482933,419.396411312948,5503.57849670628
"ID150","A",2295.00463006726,392.837970606761,4921.89078075333
"ID151","A",2754.41962803652,405.759816729791,6252.93642760215
"ID152","A",2713.83001555395,386.585062397954,6208.62864347863
"ID153","A",2799.39619966311,372.33707179229,6532.88419555386
"ID154","A",2862.58288070268,402.056518121811,6577.82990824355
"ID155","C",2436.30589336284,389.902904793576,-2051.35291702937
"ID156","C",2206.76082706168,383.375026729947,-1805.73345533184
"ID157","A",2930.7331136205,418.224134684245,6704.8686635998
"ID158","B",2426.15429061423,402.942768733413,4854.5794159677
"ID159","B",2578.48106310548,416.67129815268,5161.14597029456
"ID160","B",2533.55618725278,442.140335838599,5069.43139050478
"ID161","C",2509.02860759822,394.437182305939,-2112.13694415722
"ID162","A",2647.43983279022,393.096145439197,5952.39021912696
"ID163","B",2554.48054404168,391.568389395113,5115.39888041628
"ID164","B",2167.45097113737,408.039619978917,4333.09578643737
"ID165","B",2612.04814200817,419.871272371866,5240.07048660861
"ID166","A",2565.79437036919,394.650874674822,5712.57862143276
"ID167","B",2353.57427959478,395.818913602515,4708.48790591312
"ID168","B",2572.11324315243,398.188078861292,5143.79622849047
"ID169","C",2105.20782292874,412.255308850425,-1698.58807618916
"ID170","C",1961.25781514496,383.681590164647,-1578.15913556592
"ID171","A",2615.67726964,401.949813809418,5847.81350112173
"ID172","C",3075.16093422945,408.704902139819,-2679.92288550192
"ID173","A",2075.02995720909,402.547862993607,4200.28543861271
"ID174","A",2229.73461353538,381.611285497462,4783.40022990478
"ID175","C",2640.49705273536,399.437899573424,-2242.45239051318
"ID176","A",2702.4679315495,421.657138719529,5997.94959506289
"ID177","C",2571.85477217927,397.998693724406,-2168.5491352401
"ID178","A",2184.95259580651,397.132405816213,4562.15049612741
"ID179","A",1834.37826322411,408.515125942554,3437.60460897652
"ID180","A",3326.95655490701,396.058140971706,8005.62895731222
"ID181","A",2521.31137999337,404.236907697475,5526.5688926227
"ID182","B",3060.91208239784,419.974166909207,6117.1170767651
"ID183","B",2597.79208818392,388.172315022134,5178.76434100994
"ID184","A",2254.58485164014,415.125041576501,4683.95456659865
"ID185","A",2440.73584142733,395.271422554395,5347.15701683492
"ID186","A",2387.44401544379,411.173021347874,5089.19242525449
"ID187","C",2762.76732338293,391.943211497539,-2373.28487059898
"ID188","C",2615.2711822539,399.906964385957,-2242.6346426933
"ID189","B",2391.27345075521,388.77429480384,4778.53715855582
"ID190","B",2445.95553163474,396.100456562667,4881.63431199491
"ID191","A",2645.85853331007,416.395289416885,5859.50693412995
"ID192","A",2367.7912411776,407.138755634401,5077.98876332365
"ID193","B",2458.07268546805,423.101675535067,4925.47733811844
"ID194","A",2250.92083192452,401.314633819548,4765.55012393724
"ID195","B",3225.73479584109,393.765797231933,6461.10674054867
"ID196","B",2203.59939235097,384.793217458121,4414.14879592163
"ID197","B",2660.02310498006,392.514551429711,5296.98436052979
"ID198","B",2701.50495749869,405.168523456826,5400.0136436481
"ID199","A",2384.61052597179,403.937282965655,5144.34252068094
"ID200","C",2377.30867742001,390.424611718593,-1970.43198394854
"ID201","A",2002.49147788109,415.70114770102,3928.98064420318
"ID202","A",2882.90843207692,373.805663305163,6785.34390015515
"ID203","B",2672.02813845875,400.54189327844,5335.70430277787
"ID204","B",2483.25483022167,385.170903927758,4956.4915195593
"ID205","A",2300.3570118246,416.133950240551,4815.04262354858
"ID206","A",2465.25892230482,394.399925900869,5437.5947254689
"ID207","B",1761.86649335899,368.656436807623,3552.39795805923
"ID208","C",2470.26451362574,389.333953685792,-2067.72761911346
"ID209","C",2338.43985163336,402.160294479311,-1928.66402576328
"ID210","C",2320.29879979692,423.200296578857,-1899.45321092932
"ID211","A",2257.59711134424,405.992075964618,4738.56378803999
"ID212","C",2687.36273835802,413.687770414005,-2271.25297629978
"ID213","C",2562.1465965034,404.884010306502,-2167.01966192684
"ID214","B",2689.09404891868,384.570087388616,5386.5033969454
"ID215","C",1959.51102350022,401.920134237281,-1553.13381864377
"ID216","A",2068.2139050125,397.802732018726,4206.14794632788
"ID217","A",2413.05947657691,385.189253410421,5313.53274160313
"ID218","B",2494.87311268117,410.714287789855,5002.77094613814
"ID219","C",2367.98927318768,420.96844248925,-1957.95618554551
"ID220","C",2692.34140994927,384.766587784764,-2291.91625578096
"ID221","B",2504.75805656961,413.227210842529,5007.8165283032
"ID222","C",2722.58889710023,417.249514561309,-2291.55326329212
"ID223","A",2709.07604725104,401.094164892196,6127.3757927615
"ID224","A",1369.0775180886,380.796385054519,2205.51756698852
"ID225","C",2841.76929429818,359.649191921764,-2481.42721159342
"ID226","B",2433.81498474235,401.558479653925,4850.24648258007
"ID227","C",2573.69660958951,383.851866755561,-2195.35277001771
"ID228","A",2306.14698296357,401.336057804099,4915.84039861018
"ID229","C",2474.28494831634,401.279197598527,-2069.21319884069
"ID230","C",2405.1427360908,434.704961650795,-1975.08306096846
"ID231","B",2408.01003529823,385.820057415215,4825.15309433096
"ID232","C",2538.77732324597,392.428212924656,-2143.30966648295
"ID233","B",2854.85525447213,399.997637795537,5697.84700292138
"ID234","B",2479.63731338987,377.077267743021,4974.17721190601
"ID235","B",2389.4177062276,416.198700180139,4786.25928993817
"ID236","A",2964.33212875621,395.902599168175,6916.80616394502
"ID237","C",2746.37296290745,409.289221347167,-2340.47238646971
"ID238","B",3327.65560072595,399.357469409946,6644.28181954094
"ID239","B",2200.45320442268,398.806943322088,4398.43888110471
"ID240","B",2912.36740367816,406.099991514263,5827.72832377488
"ID241","C",2063.40569683775,390.714269634005,-1677.10652740474
"ID242","A",3023.94435948324,407.67647960359,7035.73117998891
"ID243","C",2777.09784374419,400.073287791945,-2379.15506093375
"ID244","C",2272.43485083837,413.547124143408,-1871.71034670256
"ID245","A",2993.96883456165,400.224967905554,6974.84338205505
"ID246","B",3255.27050405809,401.058950623511,6512.93689562991
"ID247","A",2170.36763895706,399.507415214393,4513.43517747402
"ID248","B",3035.52553488742,407.450426881405,6059.27308748393
"ID249","B",2651.94716373161,378.049486782506,5299.25194201686
"ID250","B",2553.51636160919,396.994250993449,5110.56352121712
"ID251","B",2250.4041369926,417.866898538385,4508.45783201166
"ID252","A",2682.86043106928,411.613457949965,5985.69190769141
"ID253","A",2868.66673786611,371.994960573116,6744.16352592428
"ID254","C",2877.19591085638,414.354864645104,-2451.98571891663
"ID255","B",2600.23695611748,418.101165487477,5186.34692332001
"ID256","B",3238.59674322426,407.065619903152,6484.10066960308
"ID257","C",2456.67972498651,386.713583534916,-2088.23227701565
"ID258","C",2322.03917542823,391.977829275476,-1947.29463816363
"ID259","B",2685.21018831981,372.462750631893,5382.12249535727
"ID260","C",2675.87597230904,383.592926297717,-2295.0679950367
"ID261","C",2517.76469654609,424.231700393679,-2090.24369841465
"ID262","A",2312.11711793912,425.807608926619,4799.70185205865
"ID263","B",2417.00708668394,428.034070532294,4814.06594608269
"ID264","C",2681.10535839368,407.126165536361,-2271.63418411673
"ID265","C",2936.16209714123,410.390205324236,-2507.02068415317
"ID266","B",2446.08683181256,433.10315585037,4897.5085668288
"ID267","B",2162.45501446205,391.603717097871,4325.22000827568
"ID268","A",2787.74643508865,403.244387892051,6325.73890858502
"ID269","A",2296.66993364217,413.569601460428,4818.41838950381
"ID270","A",2819.56452013014,414.68003852949,6382.75639914231
"ID271","A",2322.50454077794,400.435808455111,4956.74497076264
"ID272","A",2572.05019228216,395.442514216371,5735.12276378135
"ID273","C",2540.72580168282,404.609704362957,-2127.95538810976
"ID274","C",2204.69344161873,421.010801316009,-1798.96676080502
"ID275","A",2419.4519852575,399.812959567287,5262.05062227163
"ID276","B",2384.64465799783,397.871229379478,4768.25851075749
"ID277","B",2677.8586757795,399.139434059329,5366.3825560272
"ID278","C",2019.66140124663,388.23193822142,-1632.94105582288
"ID279","A",2350.67038775689,400.046266023558,5062.65106189315
"ID280","B",2247.55080603874,404.048003273938,4485.01217790535
"ID281","B",2339.33466229792,390.445212742525,4668.78032419825
"ID282","C",2292.38655009992,408.796569190544,-1904.47263560931
"ID283","B",2075.53529729538,406.810936256336,4142.9218680869
"ID284","A",2435.10657443097,434.068946371353,5137.19000743296
"ID285","B",2236.98771819784,409.986279863789,4461.14142079505
"ID286","B",2633.86505518708,443.799005307143,5262.0110282516
"ID287","B",3001.83042705213,400.896667044648,6009.85221435113
"ID288","A",2494.31502858981,404.685546980563,5460.00872460594
"ID289","A",3016.86527421785,423.142628494238,6949.43331197381
"ID290","B",2574.85056966316,412.254359331914,5161.62208806673
"ID291","B",2640.05028979763,406.2110158023,5277.53207228286
"ID292","A",2565.68454972035,401.155367680732,5681.61466932076
"ID293","B",2897.31943411229,392.961862905954,5805.88386229551
"ID294","C",3224.01254897948,421.569122825156,-2833.42836888956
"ID295","B",2475.07171679433,392.629206257959,4958.42897440978
"ID296","B",3272.77523625391,421.087208237184,6536.31561384062
"ID297","A",2886.55318159381,408.239435983628,6620.39663332921
"ID298","A",2446.5162614968,395.18422222629,5365.83906247109
"ID299","B",2675.56093764346,393.798095912375,5344.1263769112
"ID300","A",2099.83749240759,428.729488263476,4148.37839567486
"ID301","A",2361.92830550584,400.950647584636,5065.04873252076
"ID302","C",2164.35518880396,399.042905210531,-1757.27151857157
"ID303","C",2745.23567516262,389.087675949071,-2372.08778025131
"ID304","C",2671.7989293464,383.186006374254,-2298.69165458144
"ID305","A",3271.99625186387,394.634637948297,7827.91810314419
"ID306","C",2774.32543778273,410.271409699594,-2331.70451376027
"ID307","A",2439.27631278547,389.363666607823,5384.74509089398
"ID308","A",2252.62425612635,366.276091557222,4906.78494825249
"ID309","C",1940.9724973743,398.969678752927,-1538.48494904669
"ID310","B",2261.40157590289,394.63353705181,4523.74096908421
"ID311","A",2549.15234525154,397.1600765836,5647.94585097643
"ID312","B",3087.87369918305,395.064356979382,6180.73258150476
"ID313","C",2885.75166789514,404.643797634105,-2478.46193189111
"ID314","B",1992.22194835619,407.992258820422,3978.79801716896
"ID315","C",2333.91768534275,376.076315162663,-1957.59229141383
"ID316","A",2456.87052702228,420.686192784391,5282.66023667523
"ID317","A",2248.68031060028,391.2877276256,4813.36429138183
"ID318","B",2258.67847392374,416.54445849018,4511.52596070595
"ID319","C",2420.76881870706,418.810061219452,-1998.14290938486
"ID320","C",2357.60605606297,370.735762707023,-1988.83999182264
"ID321","A",2341.16563165116,381.555612168651,5113.93779133187
"ID322","C",2234.41063064648,426.835980924395,-1822.97661610062
"ID323","A",2300.48079479163,374.061826685386,5052.72163542752
"ID324","A",2116.02613246016,381.654696782275,4434.95550638086
"ID325","C",2628.518680477,401.04728043922,-2226.62359970582
"ID326","B",1692.26636438612,411.764569000695,3389.25827086801
"ID327","C",2204.21899998492,400.519765256417,-1804.25421761603
"ID328","A",2938.24410976525,418.770114606542,6728.1689231559
"ID329","C",2365.23278071088,375.360045180169,-1976.61088050484
"ID330","B",2707.79808013452,392.679440100159,5433.6219137139
"ID331","B",2307.27231426998,385.410575247731,4596.22476053371
"ID332","B",2717.08891743373,415.127809485408,5429.28726442327
"ID333","A",2337.58199982436,420.705139474311,4909.55748434875
"ID334","B",3011.8373369189,400.759922545956,6019.33018340013
"ID335","A",2854.76511307074,418.446387492872,6493.06351924024
"ID336","A",2312.13955590559,367.280695319406,5083.10662495681
"ID337","B",2586.48641134301,400.006429105308,5187.6747547061
"ID338","B",2748.27800856532,386.919980099464,5500.69431280505
"ID339","B",2470.9691646563,372.761389766754,4939.94138083316
"ID340","C",2263.77650224794,387.90080340891,-1863.5004116117
"ID341","B",2509.62419102904,396.832113632715,5032.6005707005
"ID342","A",2189.0441534585,374.684436961903,4687.57260031867
"ID343","B",1824.02754693638,401.666901429685,3661.34030059055
"ID344","A",2609.07724111909,412.913860233585,5769.03185368435
"ID345","A",2601.82550282952,407.963540766468,5764.28305325487
"ID346","B",2502.88003811624,412.841390524409,5010.6520640967
"ID347","C",2847.05781066692,398.299306138276,-2466.67973366733
"ID348","C",3063.39594805183,389.522345172404,-2655.90858001195
"ID349","C",2969.94672744857,396.445860299903,-2575.23400908614
"ID350","B",2688.70805873371,413.180702340497,5387.48849358458
"ID351","C",2620.06686598706,415.860640020341,-2188.41123161844
"ID352","A",3131.74073153986,402.770493856433,7369.68960210297
"ID353","C",2320.30193177918,400.101449293534,-1931.55962930912
"ID354","C",2575.16574707812,410.802509992089,-2166.29935255413
"ID355","B",2391.30593141266,394.74884703211,4775.63535455577
"ID356","C",2663.55884976749,408.319160822727,-2280.82279095885
"ID357","C",2441.42236151807,403.768366947276,-2024.52617203405
"ID358","C",2156.52652396418,387.727213856235,-1752.14312805506
"ID359","A",2532.53960290781,389.122518930024,5661.57679183803
"ID360","C",2569.40312758061,420.538358675017,-2146.24320833323
"ID361","B",1927.20797858807,400.295768147469,3863.99492608514
"ID362","B",2318.48610602447,369.25219691927,4632.36211439875
"ID363","B",3012.12329327909,431.527186482398,6014.65007254439
"ID364","C",2210.92926983842,401.458289242854,-1806.48060385142
"ID365","A",2629.45731201967,415.616383405481,5832.7027868855
"ID366","A",2529.17757345456,398.621881302686,5604.46655089023
"ID367","C",2821.08832247666,390.816338430139,-2421.12687103686
"ID368","B",2580.65852638263,403.596010245894,5155.30612837959
"ID369","C",2696.83655278671,409.340576230245,-2296.89979201067
"ID370","B",2467.93650909799,421.956002467136,4947.005375213
"ID371","C",2488.5451588376,424.293096240934,-2044.36959570813
"ID372","C",2123.78957701637,368.909333011436,-1770.01159644878
"ID373","B",2144.12148716742,400.928905469736,4274.45889480948
"ID374","C",2430.65997399929,376.89699433314,-2053.2184429756
"ID375","B",2733.5867831282,389.951045392664,5456.46163593353
"ID376","A",2428.07430526145,385.876890649831,5368.15737749982
"ID377","C",2034.76913884391,403.348787246977,-1621.48254679779
"ID378","C",2639.92816417298,394.991661217289,-2260.04449827912
"ID379","C",3065.25342481156,414.454369733199,-2622.12082358542
"ID380","A",2193.57948900919,386.941983923869,4625.32092711496
"ID381","B",2557.02382135864,417.901584713928,5091.19595398896
"ID382","C",2484.53959808654,384.442984566359,-2123.87073712091
"ID383","C",2652.98225583602,409.709390957296,-2225.90801108377
"ID384","B",2293.80695925748,414.140320451321,4604.98955892469
"ID385","B",2419.61090130656,387.054819155231,4835.16357037393
"ID386","B",2994.68281649711,395.980443831655,5977.35664233707
"ID387","B",2796.83778490983,369.842933192016,5596.69051009855
"ID388","B",2808.41927490034,375.053830220588,5600.32896503993
"ID389","C",2762.91712298338,395.506198455284,-2373.32898995886
"ID390","B",2494.05028682188,423.950608864689,4987.60621444408
"ID391","B",2123.15840127291,383.898990256022,4247.50768926079
"ID392","A",1948.22936597211,409.345839287571,3784.63018595005
"ID393","A",2028.71679776524,394.614861330449,4128.26487175415
"ID394","B",2258.98030632859,388.775837216906,4505.006523568
"ID395","B",2586.31920511991,408.776572539867,5174.35744852079
"ID396","A",2547.73001360488,408.423609967236,5603.93051220018
"ID397","B",2461.29749090318,409.300935004112,4925.24481683094
"ID398","A",2773.4825768512,400.206378454573,6324.37414312269
"ID399","A",3174.97207546913,398.970580366456,7553.20484581499
"ID400","C",2473.28501113822,385.167472249644,-2069.95026447634
"ID401","B",2947.80550372283,381.812216211234,5891.48886229789
"ID402","C",2018.8250736372,394.394116971679,-1615.68317464916
"ID403","C",3222.94417732906,387.947106867911,-2847.86995180194
"ID404","B",2555.6592716935,394.486004262203,5103.34988082974
"ID405","B",2606.27424417728,406.68800141351,5206.57772457659
"ID406","A",2296.80112629317,399.497272261186,4883.89160664869
"ID407","C",2649.25033669024,391.237380745252,-2258.57284656208
"ID408","A",3000.94844656423,400.199826502234,6986.28605191985
"ID409","C",2951.74725216363,400.240601590885,-2539.18195387088
"ID410","A",2645.78426609295,414.109288105636,5883.9982060944
"ID411","A",2852.1850463557,419.380361396091,6447.54932002328
"ID412","C",1818.17490976856,394.371559301701,-1437.93676771254
"ID413","A",2325.67417240246,417.110736024117,4899.62769302547
"ID414","A",2685.29888235853,419.449092193624,5947.11252930798
"ID415","C",2144.78192503927,378.185689720486,-1769.72030657515
"ID416","C",2791.42524353402,378.982691724179,-2426.917054946
"ID417","A",1759.54359555541,393.897807193709,3304.56501962546
"ID418","A",2389.95456456195,388.786920420037,5224.12082224735
"ID419","A",2533.7739482263,392.386165277619,5643.44638971871
"ID420","A",2116.37905708425,406.951810793384,4317.29456016817
"ID421","B",2349.11228648256,382.188042860463,4694.67416195534
"ID422","C",2438.34860475516,395.441661642405,-2042.22581678575
"ID423","B",2453.34053043534,385.491338375722,4896.30182872546
"ID424","C",2235.10383316148,385.646404405584,-1856.43751244759
"ID425","C",2273.2806002682,408.242641984672,-1879.47207344891
"ID426","A",1954.8736053532,394.881167094667,3890.91738368049
"ID427","C",2293.80719200673,390.102365288461,-1914.8897311464
"ID428","C",2743.20135599768,405.90530060804,-2332.16816604561
"ID429","B",2465.8582766529,408.956615262956,4934.11472915616
"ID430","A",2399.02505635733,372.088794674307,5343.74915650934
"ID431","B",2283.36169980527,415.28650097952,4531.53471112785
"ID432","C",2452.25118157973,394.404698460749,-2059.90181340346
"ID433","C",2358.79581414759,419.421114480548,-1930.04067995933
"ID434","C",2692.30223866249,404.605285469431,-2289.36119282768
"ID435","A",3162.37522895353,370.259167793915,7631.92551501175
"ID436","A",2767.04226954955,372.705248233099,6426.416721239
"ID437","B",2552.18326840911,368.280487774777,5121.7911115467
"ID438","A",2672.44364293114,401.352368494585,6005.34314854757
"ID439","C",2401.59130915449,406.528535018157,-2001.57871322709
"ID440","A",2182.58623354955,405.045084442586,4526.72713444761
"ID441","B",2406.32705728457,394.079297349826,4804.13729169992
"ID442","B",2270.61330061557,408.369492130136,4535.13756857486
"ID443","A",2846.15782806249,365.625042032187,6699.50732799031
"ID444","C",2543.12475645071,406.420761450644,-2130.63274969777
"ID445","C",2232.01071972856,388.340533444802,-1856.43559387833
"ID446","B",2203.7596620622,401.880206120078,4412.18101942212
"ID447","B",2853.48695456877,413.220435419706,5700.03465501413
"ID448","C",2386.06541812308,402.500669683494,-1997.09145929483
"ID449","A",2613.19902776312,415.897163097301,5744.12089328222
"ID450","C",1972.21079129828,421.871604249805,-1562.67525224115
"ID451","C",2778.91391923945,406.453126049221,-2361.47077849942
"ID452","B",2468.20255725872,399.133987623585,4935.79522874015
"ID453","B",3341.75658916509,394.363398022821,6683.27395544971
"ID454","C",1862.76400748467,409.596181298611,-1471.9994197008
"ID455","A",2482.19335399948,411.187230027484,5389.69069365298
"ID456","A",2312.40789392869,408.410079221185,4906.15784482879
"ID457","A",1999.70465862358,394.019126970152,4044.36358367955
"ID458","B",2458.69777521386,415.396958494846,4916.29125488709
"ID459","A",1991.57299365236,383.94929130968,4075.42765263898
"ID460","A",2117.63106739273,417.78143937086,4276.9623362662
